gx,gy,gz,ax,ay,az,gtemp,magx,magy,magz
1.412,1.924,-0.443,0.291,0.347,0.921,39.02,522,1367,-1231
1.832,2.305,-0.351,0.287,0.349,0.917,39.21,525,1356,-1213
1.664,2.061,-0.328,0.289,0.343,0.915,39.21,530,1357,-1226
2.107,0.832,-0.076,0.289,0.346,0.912,39.12,521,1356,-1211
1.977,3.718,-0.29,0.28,0.348,0.917,39.21,537,1348,-1213
2.679,2.565,-0.145,0.296,0.352,0.918,39.12,518,1346,-1216
2.038,1.962,-0.344,0.287,0.352,0.916,39.21,537,1348,-1233
0.733,1.237,0.908,0.276,0.355,0.912,39.12,516,1336,-1223
-0.931,3.908,-0.038,0.208,0.293,1.061,39.31,547,1326,-1243
-0.153,-0.588,1.252,0.285,0.34,0.915,39.17,532,1328,-1243
1.511,0.473,0.84,0.277,0.33,0.93,39.21,547,1348,-1238
0.931,2.206,0.008,0.276,0.333,0.927,39.31,547,1338,-1238
1.153,2.71,0.382,0.278,0.338,0.917,39.31,552,1321,-1251
-0.29,2.13,4.664,0.265,0.335,0.914,39.12,550,1341,-1246
1.702,2.168,-0.183,0.266,0.334,0.928,39.17,581,1338,-1263
1.29,2.069,1.122,0.266,0.324,0.935,39.17,581,1333,-1241
2.504,4.076,-0.573,0.272,0.328,0.921,39.12,597,1336,-1221
1.947,2.374,-0.176,0.287,0.337,0.92,39.4,573,1315,-1208
2.573,0.916,-0.344,0.276,0.334,0.917,39.02,578,1310,-1198
2.481,0.435,-1.496,0.277,0.337,0.927,39.17,590,1326,-1193
2.023,-0.099,-1.496,0.281,0.343,0.916,39.17,568,1338,-1213
1.252,1.382,-0.504,0.277,0.336,0.924,39.12,566,1328,-1201
1.137,0.595,-0.588,0.281,0.329,0.917,39.12,578,1333,-1216
1.244,1.321,-1.084,0.279,0.333,0.917,39.17,583,1326,-1226
1.061,1.359,-0.588,0.278,0.341,0.917,39.31,552,1331,-1218
1.153,1.321,-0.626,0.284,0.335,0.916,39.12,552,1328,-1226
1.55,0.565,-1.366,0.292,0.33,0.905,38.98,553,1336,-1241
6.458,3.733,-1.412,0.288,0.303,1.014,39.12,568,1367,-1213
1.359,3.237,-0.275,0.385,0.339,0.867,39.12,552,1367,-1208
0.939,-1.954,-0.756,0.33,0.342,0.894,39.12,545,1377,-1191
8.015,-32.214,1.962,0.324,0.366,0.996,39.12,553,1406,-1171
3.061,-38.771,-4.122,0.336,0.406,0.83,39.35,581,1522,-1081
4.046,0.42,0.908,0.359,0.288,0.939,39.35,558,1563,-1038
-11.45,122.504,-51.282,0.3,0.518,0.633,39.21,537,1470,-1106
