gx,gy,gz,ax,ay,az,gtemp,magx,magy,magz
2.046,2.252,0.130,0.021,-0.015,1.020,13.47,-652.00,-745.00,-920.00
2.229,2.473,-0.160,0.017,-0.015,1.019,13.00,-665.00,-747.00,-922.00
2.221,2.328,-0.023,0.020,-0.019,1.022,12.95,-676.00,-752.00,-917.00
2.588,2.260,-0.298,0.018,-0.018,1.017,13.09,-665.00,-757.00,-917.00
2.015,2.458,-0.153,0.022,-0.021,1.020,12.95,-672.00,-757.00,-915.00
2.389,2.420,0.076,0.021,-0.019,1.021,13.14,-657.00,-757.00,-925.00
2.153,2.382,-0.137,0.020,-0.017,1.020,13.14,-665.00,-747.00,-912.00
2.053,2.214,-0.198,0.016,-0.013,1.014,13.14,-655.00,-760.00,-907.00
2.130,2.557,0.069,0.019,-0.017,1.019,13.14,-657.00,-747.00,-912.00
2.015,2.473,-0.031,0.019,-0.018,1.017,13.14,-670.00,-757.00,-910.00
2.198,2.588,-0.023,0.016,-0.021,1.022,13.00,-667.00,-757.00,-902.00
1.962,2.061,-0.061,0.018,-0.018,1.019,13.24,-662.00,-742.00,-915.00
2.115,2.527,0.107,0.020,-0.019,1.019,12.58,-672.00,-750.00,-912.00
2.038,2.290,-0.099,0.016,-0.018,1.022,13.00,-665.00,-760.00,-905.00
2.061,2.366,-0.076,0.016,-0.018,1.012,13.24,-650.00,-757.00,-907.00
1.840,2.435,-0.099,0.017,-0.019,1.020,13.09,-667.00,-760.00,-917.00
2.160,2.534,-0.244,0.018,-0.018,1.021,13.14,-660.00,-747.00,-915.00
2.214,2.466,-0.099,0.019,-0.019,1.017,12.91,-655.00,-762.00,-920.00
1.947,2.336,-0.031,0.017,-0.020,1.020,13.14,-662.00,-755.00,-902.00
2.076,2.321,-0.115,0.021,-0.018,1.019,12.91,-667.00,-762.00,-922.00
2.275,2.489,-0.191,0.016,-0.021,1.022,12.95,-657.00,-770.00,-915.00
2.099,2.092,-0.344,0.019,-0.019,1.022,13.14,-662.00,-767.00,-917.00
2.160,2.702,-0.145,0.021,-0.018,1.020,13.09,-665.00,-755.00,-915.00
2.214,2.290,0.099,0.020,-0.016,1.020,13.14,-660.00,-762.00,-915.00
2.092,2.405,-0.115,0.016,-0.016,1.016,13.00,-665.00,-757.00,-905.00
2.053,2.374,-0.023,0.021,-0.021,1.024,12.95,-650.00,-765.00,-912.00
2.198,2.282,-0.061,0.018,-0.019,1.019,13.09,-660.00,-770.00,-905.00
2.366,2.153,-0.206,0.018,-0.018,1.018,13.14,-667.00,-747.00,-917.00
2.130,2.351,-0.115,0.020,-0.023,1.024,13.28,-667.00,-767.00,-912.00
2.031,2.527,-0.137,0.015,-0.019,1.020,13.00,-665.00,-765.00,-915.00
1.802,2.214,0.153,0.021,-0.018,1.017,13.09,-660.00,-755.00,-920.00
2.275,2.229,-0.092,0.022,-0.016,1.018,13.00,-662.00,-750.00,-917.00
2.206,2.214,-0.130,0.020,-0.017,1.020,12.95,-660.00,-750.00,-910.00
2.168,2.405,-0.275,0.020,-0.019,1.017,13.24,-655.00,-765.00,-915.00
2.168,2.443,-0.031,0.019,-0.016,1.020,12.91,-652.00,-757.00,-925.00
2.168,2.511,0.038,0.019,-0.020,1.020,13.00,-657.00,-747.00,-912.00
2.107,2.069,0.069,0.016,-0.021,1.016,12.81,-655.00,-755.00,-905.00
1.962,2.344,-0.084,0.021,-0.018,1.022,12.91,-657.00,-760.00,-910.00
2.153,2.519,-0.282,0.017,-0.018,1.025,12.81,-657.00,-757.00,-912.00
2.168,2.244,-0.053,0.016,-0.015,1.023,13.00,-665.00,-752.00,-920.00
1.878,2.336,-0.084,0.014,-0.017,1.020,13.00,-665.00,-760.00,-907.00
2.244,2.198,-0.008,0.019,-0.019,1.018,12.95,-670.00,-757.00,-910.00
2.321,2.374,0.046,0.015,-0.019,1.016,12.62,-657.00,-760.00,-910.00
2.122,2.260,-0.099,0.014,-0.015,1.017,12.91,-675.00,-750.00,-912.00
2.153,2.496,-0.214,0.018,-0.019,1.018,12.91,-665.00,-767.00,-920.00
2.198,2.229,0.046,0.021,-0.020,1.015,13.14,-650.00,-755.00,-912.00
2.038,2.443,-0.229,0.021,-0.020,1.021,12.91,-665.00,-747.00,-912.00
2.405,2.397,-0.107,0.021,-0.020,1.019,13.24,-662.00,-755.00,-915.00
2.244,2.183,-0.298,0.019,-0.017,1.020,12.91,-662.00,-757.00,-907.00
1.931,2.206,-0.046,0.021,-0.015,1.019,13.14,-672.00,-740.00,-892.00
2.137,2.198,-0.038,0.018,-0.020,1.016,12.91,-675.00,-760.00,-922.00
2.183,2.397,-0.031,0.016,-0.021,1.021,13.00,-665.00,-760.00,-907.00
2.206,2.351,-0.321,0.017,-0.016,1.020,13.14,-665.00,-752.00,-910.00
2.076,2.496,-0.183,0.021,-0.021,1.018,13.00,-667.00,-755.00,-907.00
2.099,2.160,-0.122,0.021,-0.017,1.018,13.14,-665.00,-770.00,-915.00
2.206,2.511,-0.160,0.020,-0.018,1.015,12.77,-652.00,-750.00,-915.00
1.832,2.069,-0.130,0.016,-0.019,1.022,12.77,-662.00,-745.00,-912.00
2.183,2.107,-0.313,0.021,-0.015,1.019,13.14,-662.00,-770.00,-910.00
2.168,2.137,0.107,0.022,-0.021,1.019,13.09,-675.00,-745.00,-925.00
2.046,2.282,-0.023,0.018,-0.020,1.013,12.95,-652.00,-762.00,-915.00
2.053,2.214,-0.160,0.019,-0.018,1.019,12.91,-665.00,-765.00,-912.00
2.038,2.084,-0.336,0.019,-0.014,1.017,12.81,-657.00,-745.00,-912.00
2.145,2.107,-0.183,0.019,-0.020,1.014,13.09,-660.00,-760.00,-912.00
1.885,2.099,-0.069,0.016,-0.016,1.021,13.09,-665.00,-772.00,-915.00
2.130,2.542,-0.366,0.016,-0.019,1.021,12.77,-652.00,-745.00,-917.00
2.214,2.260,-0.198,0.022,-0.015,1.021,12.95,-652.00,-762.00,-922.00
2.000,2.321,-0.084,0.019,-0.019,1.023,12.91,-665.00,-755.00,-912.00
2.053,2.435,0.069,0.019,-0.018,1.023,13.14,-665.00,-752.00,-912.00
2.168,2.443,0.084,0.020,-0.015,1.020,12.91,-650.00,-747.00,-920.00
2.130,2.321,-0.237,0.020,-0.021,1.018,12.81,-662.00,-757.00,-915.00
2.107,2.313,-0.084,0.021,-0.015,1.017,13.09,-667.00,-755.00,-912.00
2.137,2.206,0.000,0.016,-0.021,1.022,13.14,-657.00,-760.00,-917.00
2.115,2.664,-0.015,0.019,-0.019,1.019,12.81,-667.00,-747.00,-927.00
2.099,2.122,-0.191,0.017,-0.017,1.024,13.00,-647.00,-752.00,-905.00
2.237,2.313,-0.092,0.019,-0.020,1.017,12.91,-665.00,-750.00,-922.00
2.198,2.374,-0.107,0.019,-0.017,1.020,12.58,-675.00,-755.00,-905.00
2.130,2.374,-0.237,0.019,-0.017,1.020,13.14,-665.00,-742.00,-915.00
1.901,2.275,-0.176,0.021,-0.018,1.019,12.81,-665.00,-745.00,-925.00
2.229,2.275,0.076,0.017,-0.017,1.018,12.81,-660.00,-760.00,-920.00
2.046,2.038,0.031,0.019,-0.015,1.019,12.77,-675.00,-750.00,-902.00
1.840,2.382,-0.115,0.020,-0.019,1.020,12.77,-662.00,-765.00,-920.00
2.130,2.405,0.008,0.019,-0.019,1.018,12.77,-641.00,-765.00,-900.00
2.260,2.237,-0.046,0.019,-0.019,1.017,12.91,-678.00,-775.00,-922.00
1.924,2.267,-0.008,0.018,-0.019,1.022,12.91,-676.00,-767.00,-910.00
1.954,2.328,-0.176,0.021,-0.016,1.023,13.00,-665.00,-760.00,-915.00
2.405,2.588,-0.145,0.019,-0.022,1.026,12.81,-665.00,-765.00,-917.00
2.229,2.496,0.031,0.024,-0.020,1.020,12.95,-657.00,-757.00,-920.00
1.992,2.504,0.038,0.018,-0.018,1.018,13.00,-665.00,-750.00,-910.00
2.069,2.252,-0.229,0.023,-0.021,1.021,12.91,-667.00,-762.00,-912.00
2.336,2.015,0.160,0.021,-0.015,1.022,13.00,-657.00,-762.00,-907.00
2.229,2.344,-0.115,0.017,-0.017,1.019,12.95,-657.00,-747.00,-920.00
2.260,2.359,0.038,0.022,-0.016,1.024,12.91,-676.00,-760.00,-925.00
2.099,2.229,-0.115,0.020,-0.021,1.021,12.77,-670.00,-747.00,-922.00
2.198,2.511,-0.008,0.021,-0.017,1.018,12.95,-657.00,-757.00,-922.00
2.214,2.473,0.153,0.021,-0.016,1.017,12.91,-672.00,-770.00,-907.00
2.023,2.244,0.099,0.016,-0.017,1.017,12.44,-667.00,-760.00,-920.00
2.282,2.519,-0.031,0.018,-0.017,1.018,13.00,-667.00,-760.00,-907.00
2.237,2.374,-0.237,0.021,-0.017,1.021,13.00,-665.00,-755.00,-912.00
2.198,2.534,-0.168,0.019,-0.018,1.021,12.95,-665.00,-755.00,-917.00
2.359,2.313,-0.153,0.019,-0.021,1.017,12.91,-665.00,-757.00,-915.00
2.145,2.229,-0.046,0.021,-0.015,1.016,12.77,-665.00,-760.00,-915.00
1.931,2.229,-0.023,0.020,-0.016,1.022,12.81,-660.00,-762.00,-910.00
2.107,2.496,-0.160,0.019,-0.018,1.024,12.77,-675.00,-767.00,-910.00
2.053,2.260,-0.275,0.020,-0.019,1.015,12.95,-665.00,-755.00,-910.00
2.191,2.244,-0.046,0.017,-0.015,1.017,13.14,-675.00,-760.00,-917.00
2.145,2.656,0.023,0.018,-0.022,1.019,12.81,-657.00,-752.00,-915.00
2.198,2.282,-0.038,0.021,-0.018,1.018,13.09,-657.00,-760.00,-910.00
2.023,2.420,-0.298,0.018,-0.020,1.019,12.91,-662.00,-757.00,-910.00
2.008,2.198,-0.046,0.018,-0.019,1.020,12.91,-670.00,-762.00,-915.00
2.267,2.298,-0.008,0.022,-0.019,1.017,12.91,-662.00,-750.00,-915.00
1.992,2.382,-0.252,0.020,-0.018,1.017,12.81,-660.00,-750.00,-905.00
2.237,2.366,-0.214,0.018,-0.020,1.020,12.91,-645.00,-747.00,-915.00
2.282,2.397,-0.328,0.016,-0.018,1.022,12.95,-683.00,-745.00,-922.00
2.328,2.145,-0.237,0.020,-0.016,1.026,12.91,-662.00,-752.00,-912.00
2.160,2.473,-0.084,0.017,-0.020,1.017,13.09,-667.00,-762.00,-907.00
2.092,2.496,-0.137,0.020,-0.018,1.019,13.00,-657.00,-760.00,-932.00
2.107,2.000,-0.183,0.016,-0.014,1.021,13.14,-665.00,-762.00,-905.00
1.939,2.427,-0.130,0.021,-0.016,1.023,12.95,-660.00,-747.00,-902.00
2.244,2.313,-0.015,0.016,-0.020,1.018,12.91,-652.00,-757.00,-910.00
1.992,2.550,0.008,0.020,-0.020,1.020,12.95,-660.00,-752.00,-915.00
2.176,2.053,0.298,0.016,-0.021,1.020,13.09,-660.00,-755.00,-907.00
2.084,2.229,0.092,0.018,-0.019,1.022,12.95,-665.00,-750.00,-915.00
2.137,2.405,-0.206,0.020,-0.017,1.018,12.91,-662.00,-765.00,-920.00
2.046,2.305,-0.198,0.018,-0.017,1.021,13.00,-681.00,-757.00,-917.00
2.168,2.160,-0.267,0.019,-0.018,1.021,13.00,-667.00,-757.00,-917.00
2.443,2.084,-0.290,0.018,-0.018,1.017,13.14,-665.00,-757.00,-912.00
2.107,2.061,-0.084,0.017,-0.017,1.021,13.09,-662.00,-747.00,-917.00
2.290,2.405,0.000,0.018,-0.019,1.025,12.91,-665.00,-755.00,-917.00
2.000,2.344,-0.069,0.018,-0.018,1.026,12.81,-665.00,-760.00,-922.00
2.252,2.198,0.099,0.018,-0.017,1.021,13.09,-655.00,-757.00,-912.00
2.298,2.397,-0.252,0.017,-0.017,1.020,12.91,-665.00,-752.00,-905.00
2.130,2.351,-0.031,0.021,-0.017,1.020,12.77,-665.00,-755.00,-922.00
2.214,2.183,0.031,0.019,-0.016,1.020,12.48,-670.00,-760.00,-915.00
2.076,2.321,0.023,0.019,-0.017,1.015,12.81,-660.00,-737.00,-920.00
2.053,2.458,-0.031,0.017,-0.019,1.021,12.81,-676.00,-755.00,-910.00
2.145,2.298,-0.053,0.017,-0.020,1.017,13.00,-662.00,-762.00,-912.00
2.115,2.733,-0.153,0.022,-0.015,1.018,13.00,-657.00,-750.00,-912.00
2.153,2.183,-0.260,0.019,-0.020,1.017,13.00,-655.00,-750.00,-905.00
2.198,2.229,-0.183,0.022,-0.019,1.018,12.95,-657.00,-752.00,-930.00
2.000,2.496,-0.069,0.023,-0.022,1.021,12.95,-665.00,-757.00,-922.00
2.099,2.107,-0.130,0.016,-0.020,1.019,12.91,-665.00,-752.00,-907.00
1.985,2.328,-0.206,0.018,-0.017,1.020,12.81,-670.00,-770.00,-907.00
2.267,2.298,-0.214,0.021,-0.020,1.024,12.77,-657.00,-757.00,-912.00
2.328,2.260,-0.069,0.017,-0.019,1.019,12.77,-665.00,-747.00,-915.00
2.374,2.397,-0.061,0.024,-0.021,1.025,12.77,-662.00,-775.00,-917.00
2.183,2.214,-0.237,0.023,-0.020,1.023,12.77,-665.00,-757.00,-912.00
2.115,2.382,-0.244,0.021,-0.018,1.022,12.77,-665.00,-757.00,-920.00
2.183,2.344,-0.122,0.019,-0.020,1.019,12.91,-667.00,-755.00,-905.00
2.000,2.321,-0.053,0.017,-0.017,1.019,12.81,-665.00,-752.00,-907.00
2.137,2.542,-0.290,0.023,-0.019,1.023,12.77,-665.00,-757.00,-915.00
2.405,2.649,-0.366,0.021,-0.017,1.022,12.77,-650.00,-745.00,-907.00
2.191,2.489,0.053,0.017,-0.015,1.021,12.77,-665.00,-762.00,-917.00
2.359,2.038,-0.198,0.020,-0.017,1.024,12.72,-657.00,-760.00,-910.00
2.260,2.260,0.000,0.020,-0.019,1.020,12.48,-660.00,-760.00,-915.00
2.305,2.420,-0.229,0.023,-0.018,1.021,12.91,-665.00,-755.00,-922.00
2.183,2.366,-0.031,0.017,-0.018,1.024,13.00,-665.00,-752.00,-902.00
2.260,2.504,-0.160,0.023,-0.019,1.019,12.44,-650.00,-762.00,-912.00
2.229,2.473,-0.191,0.018,-0.021,1.019,12.81,-662.00,-755.00,-907.00
2.130,2.328,0.107,0.017,-0.020,1.018,12.95,-667.00,-765.00,-907.00
2.122,2.466,0.130,0.020,-0.020,1.021,12.91,-660.00,-765.00,-905.00
2.206,2.252,-0.046,0.020,-0.016,1.023,12.81,-652.00,-750.00,-920.00
2.130,2.489,-0.244,0.020,-0.018,1.022,12.62,-657.00,-752.00,-910.00
2.244,2.275,-0.305,0.021,-0.022,1.018,12.77,-655.00,-755.00,-910.00
2.153,2.603,-0.237,0.018,-0.017,1.021,13.00,-660.00,-752.00,-917.00
2.176,2.427,0.023,0.020,-0.018,1.018,12.77,-667.00,-765.00,-910.00
2.122,1.939,-0.260,0.020,-0.021,1.021,12.91,-655.00,-755.00,-922.00
2.115,2.206,-0.053,0.023,-0.015,1.025,12.72,-665.00,-745.00,-910.00
2.244,2.397,-0.061,0.016,-0.017,1.022,12.48,-655.00,-757.00,-905.00
2.168,2.252,-0.107,0.021,-0.022,1.021,12.72,-667.00,-762.00,-915.00
2.221,2.550,-0.099,0.021,-0.021,1.021,12.81,-647.00,-770.00,-917.00
2.473,2.336,-0.046,0.019,-0.018,1.015,12.81,-665.00,-760.00,-910.00
2.130,2.534,0.115,0.019,-0.018,1.022,12.77,-675.00,-752.00,-912.00
2.084,2.099,0.084,0.020,-0.020,1.024,12.91,-665.00,-760.00,-910.00
2.191,2.275,-0.206,0.016,-0.017,1.020,12.81,-660.00,-762.00,-922.00
1.916,2.321,0.084,0.018,-0.018,1.020,12.58,-655.00,-755.00,-920.00
2.008,2.359,0.099,0.019,-0.017,1.021,13.00,-665.00,-760.00,-907.00
1.985,2.214,-0.069,0.019,-0.023,1.018,12.81,-657.00,-750.00,-907.00
2.122,2.374,-0.107,0.019,-0.016,1.018,12.81,-643.00,-762.00,-912.00
2.252,2.076,-0.229,0.020,-0.017,1.016,12.95,-657.00,-760.00,-907.00
2.137,2.267,-0.031,0.019,-0.018,1.022,12.72,-665.00,-767.00,-907.00
2.046,2.557,-0.137,0.019,-0.021,1.026,12.81,-660.00,-770.00,-910.00
2.130,2.168,-0.061,0.020,-0.017,1.019,12.91,-672.00,-760.00,-915.00
2.176,2.420,-0.290,0.021,-0.021,1.021,12.77,-665.00,-737.00,-925.00
2.214,2.664,-0.023,0.018,-0.018,1.024,12.81,-657.00,-755.00,-920.00
2.427,2.237,-0.366,0.018,-0.021,1.022,12.81,-665.00,-757.00,-912.00
2.023,2.489,-0.183,0.019,-0.020,1.022,12.81,-667.00,-772.00,-925.00
2.366,2.221,-0.191,0.021,-0.019,1.023,13.00,-657.00,-752.00,-907.00
2.145,2.389,-0.076,0.019,-0.018,1.017,12.77,-672.00,-755.00,-920.00
2.023,2.206,0.160,0.019,-0.019,1.019,12.77,-678.00,-770.00,-925.00
2.206,2.458,-0.176,0.023,-0.016,1.024,12.91,-667.00,-765.00,-910.00
2.328,2.336,-0.122,0.019,-0.018,1.018,12.72,-662.00,-750.00,-917.00
2.069,2.275,-0.122,0.017,-0.018,1.017,12.77,-667.00,-762.00,-912.00
1.985,2.298,-0.153,0.019,-0.019,1.018,12.95,-655.00,-757.00,-912.00
2.275,2.244,-0.160,0.020,-0.020,1.021,12.39,-675.00,-755.00,-907.00
2.115,2.519,-0.198,0.018,-0.017,1.017,12.91,-665.00,-755.00,-912.00
2.321,2.481,-0.160,0.022,-0.019,1.017,12.58,-681.00,-767.00,-925.00
2.267,2.359,-0.153,0.019,-0.021,1.016,12.91,-667.00,-750.00,-922.00
2.076,2.168,0.107,0.020,-0.017,1.016,12.44,-665.00,-757.00,-915.00
2.229,2.122,0.137,0.017,-0.019,1.020,12.39,-665.00,-760.00,-920.00
2.122,2.420,-0.053,0.020,-0.015,1.019,12.77,-667.00,-742.00,-905.00
2.214,2.168,-0.359,0.021,-0.021,1.026,12.58,-662.00,-745.00,-922.00
2.092,2.244,0.038,0.022,-0.018,1.024,12.91,-665.00,-755.00,-927.00
2.198,2.160,-0.061,0.018,-0.018,1.017,12.91,-657.00,-740.00,-917.00
2.244,2.290,-0.023,0.020,-0.017,1.016,12.77,-660.00,-750.00,-912.00
2.237,2.359,-0.122,0.021,-0.019,1.022,12.77,-657.00,-760.00,-920.00
2.359,2.328,-0.061,0.019,-0.016,1.024,12.58,-647.00,-752.00,-927.00
2.305,2.328,0.031,0.018,-0.018,1.016,12.91,-678.00,-755.00,-915.00
2.015,2.504,0.046,0.019,-0.018,1.021,12.77,-655.00,-740.00,-907.00
2.038,2.336,-0.420,0.021,-0.022,1.025,12.91,-665.00,-760.00,-905.00
2.336,2.153,-0.183,0.019,-0.017,1.021,12.91,-650.00,-755.00,-907.00
2.183,2.344,-0.160,0.020,-0.019,1.020,12.81,-655.00,-752.00,-900.00
2.344,2.206,-0.008,0.018,-0.019,1.016,12.81,-665.00,-757.00,-917.00
2.145,2.168,-0.122,0.020,-0.019,1.016,12.58,-672.00,-745.00,-922.00
1.962,2.115,0.107,0.020,-0.018,1.009,12.81,-652.00,-760.00,-910.00
2.221,2.611,-0.137,0.018,-0.018,1.022,12.72,-662.00,-760.00,-915.00
2.053,2.267,-0.176,0.021,-0.019,1.019,12.39,-672.00,-762.00,-925.00
2.046,1.992,0.008,0.020,-0.023,1.024,12.77,-665.00,-757.00,-910.00
2.160,2.389,-0.107,0.018,-0.015,1.020,12.81,-665.00,-752.00,-912.00
2.084,2.282,-0.099,0.022,-0.021,1.025,12.77,-660.00,-755.00,-907.00
2.183,2.344,-0.359,0.022,-0.018,1.018,12.77,-660.00,-755.00,-917.00
2.275,2.382,-0.069,0.021,-0.016,1.020,12.81,-665.00,-765.00,-912.00
2.305,2.252,-0.145,0.021,-0.017,1.016,12.48,-665.00,-740.00,-917.00
2.260,2.496,-0.260,0.021,-0.017,1.025,12.91,-667.00,-767.00,-927.00
2.084,2.221,0.038,0.020,-0.019,1.021,12.72,-665.00,-757.00,-917.00
1.924,2.466,-0.153,0.020,-0.016,1.021,12.39,-665.00,-755.00,-910.00
2.099,2.168,-0.198,0.022,-0.017,1.024,12.77,-665.00,-750.00,-930.00
2.366,2.450,-0.176,0.021,-0.021,1.021,12.77,-652.00,-765.00,-905.00
2.229,2.008,-0.389,0.020,-0.017,1.018,12.44,-667.00,-750.00,-912.00
1.992,2.443,0.137,0.019,-0.020,1.018,12.77,-660.00,-747.00,-922.00
2.191,2.229,-0.038,0.021,-0.019,1.022,12.58,-660.00,-755.00,-907.00
2.206,2.405,0.069,0.017,-0.019,1.022,12.58,-657.00,-762.00,-907.00
2.336,2.267,0.000,0.019,-0.015,1.022,12.77,-665.00,-760.00,-910.00
2.092,2.427,-0.244,0.019,-0.017,1.017,12.48,-662.00,-767.00,-915.00
2.061,2.344,0.031,0.021,-0.019,1.022,12.77,-670.00,-752.00,-920.00
2.099,2.344,-0.008,0.019,-0.018,1.018,12.81,-662.00,-745.00,-912.00
2.237,2.244,0.008,0.016,-0.020,1.023,12.91,-670.00,-750.00,-907.00
2.038,2.405,-0.015,0.017,-0.018,1.021,12.58,-665.00,-737.00,-917.00
2.145,2.321,0.031,0.019,-0.017,1.018,12.81,-652.00,-767.00,-915.00
2.008,2.397,-0.092,0.021,-0.022,1.018,12.81,-662.00,-757.00,-927.00
2.160,2.168,0.107,0.016,-0.021,1.021,12.77,-660.00,-772.00,-912.00
2.053,2.313,-0.168,0.020,-0.013,1.021,12.81,-662.00,-762.00,-917.00
2.092,2.550,-0.122,0.021,-0.018,1.023,12.77,-662.00,-752.00,-922.00
2.336,2.206,-0.176,0.018,-0.020,1.019,12.81,-650.00,-762.00,-912.00
2.252,2.374,0.092,0.020,-0.020,1.021,12.77,-665.00,-767.00,-925.00
2.168,2.489,0.183,0.020,-0.016,1.019,12.77,-665.00,-755.00,-912.00
2.275,2.252,0.061,0.020,-0.022,1.021,12.77,-665.00,-760.00,-915.00
2.168,2.344,0.000,0.019,-0.021,1.022,12.44,-667.00,-762.00,-920.00
2.260,2.443,-0.244,0.020,-0.016,1.024,12.77,-665.00,-762.00,-907.00
2.198,2.053,0.069,0.016,-0.017,1.024,12.91,-662.00,-765.00,-925.00
2.267,2.450,0.092,0.020,-0.014,1.017,12.39,-657.00,-755.00,-917.00
2.275,2.557,-0.183,0.019,-0.021,1.017,12.95,-667.00,-752.00,-910.00
2.084,2.351,-0.214,0.017,-0.018,1.019,12.77,-662.00,-757.00,-910.00
2.191,2.290,-0.221,0.018,-0.018,1.014,12.44,-667.00,-760.00,-910.00
2.237,2.267,-0.359,0.019,-0.016,1.023,12.72,-657.00,-757.00,-925.00
2.038,2.595,-0.137,0.017,-0.019,1.018,12.72,-657.00,-757.00,-907.00
2.183,2.450,-0.099,0.018,-0.018,1.024,12.77,-660.00,-762.00,-920.00
2.183,2.290,-0.282,0.021,-0.019,1.017,12.77,-670.00,-765.00,-920.00
2.107,2.328,-0.023,0.025,-0.018,1.021,12.62,-655.00,-760.00,-910.00
2.229,2.137,-0.244,0.019,-0.019,1.018,12.81,-670.00,-762.00,-910.00
2.084,2.298,-0.130,0.018,-0.015,1.021,12.58,-662.00,-750.00,-915.00
2.046,2.412,-0.015,0.016,-0.021,1.020,12.39,-667.00,-750.00,-917.00
2.023,2.260,0.000,0.018,-0.017,1.020,12.62,-652.00,-747.00,-912.00
2.191,2.466,0.000,0.020,-0.019,1.017,12.77,-662.00,-762.00,-917.00
2.046,2.298,-0.031,0.018,-0.019,1.016,12.91,-657.00,-760.00,-915.00
2.061,2.183,-0.008,0.018,-0.016,1.020,12.72,-665.00,-765.00,-907.00
2.290,2.183,-0.107,0.017,-0.016,1.019,12.77,-650.00,-762.00,-917.00
2.206,2.397,-0.061,0.019,-0.017,1.016,12.77,-657.00,-747.00,-922.00
2.321,2.214,-0.229,0.020,-0.020,1.018,12.72,-657.00,-757.00,-910.00
2.282,2.534,0.168,0.017,-0.019,1.018,12.77,-655.00,-750.00,-912.00
2.137,2.427,0.137,0.019,-0.019,1.020,12.58,-672.00,-755.00,-915.00
1.878,2.260,0.053,0.018,-0.023,1.018,12.72,-655.00,-747.00,-907.00
2.115,2.366,-0.275,0.017,-0.013,1.017,12.44,-652.00,-757.00,-910.00
2.099,2.191,-0.252,0.015,-0.022,1.018,12.58,-665.00,-755.00,-912.00
2.145,2.435,-0.267,0.017,-0.020,1.017,12.77,-657.00,-762.00,-907.00
2.130,2.115,0.115,0.019,-0.020,1.018,12.77,-660.00,-742.00,-905.00
2.145,2.359,0.038,0.017,-0.017,1.024,12.77,-662.00,-750.00,-922.00
2.206,2.420,-0.153,0.021,-0.017,1.020,12.81,-662.00,-765.00,-917.00
1.901,2.061,0.092,0.021,-0.017,1.016,12.91,-665.00,-767.00,-910.00
1.840,2.519,0.099,0.018,-0.017,1.018,12.72,-660.00,-757.00,-907.00
2.198,2.351,0.084,0.019,-0.020,1.023,12.62,-670.00,-757.00,-917.00
1.992,2.466,-0.221,0.021,-0.019,1.018,12.72,-667.00,-752.00,-910.00
2.282,2.137,-0.198,0.020,-0.019,1.016,12.29,-667.00,-760.00,-920.00
2.092,2.298,0.198,0.019,-0.016,1.015,12.62,-660.00,-757.00,-907.00
2.137,2.092,-0.237,0.017,-0.019,1.024,12.58,-657.00,-765.00,-920.00
2.053,2.290,-0.015,0.019,-0.019,1.018,12.77,-672.00,-760.00,-920.00
2.267,2.344,-0.191,0.021,-0.015,1.027,12.58,-665.00,-765.00,-920.00
2.191,2.351,-0.137,0.019,-0.017,1.021,12.77,-652.00,-745.00,-907.00
2.267,2.305,-0.214,0.017,-0.016,1.019,12.77,-660.00,-750.00,-917.00
2.298,2.229,-0.145,0.016,-0.017,1.023,12.81,-655.00,-775.00,-905.00
2.221,2.405,-0.099,0.020,-0.018,1.022,12.39,-652.00,-747.00,-907.00
2.107,2.382,-0.076,0.017,-0.021,1.021,12.62,-665.00,-757.00,-912.00
2.137,2.466,-0.099,0.019,-0.020,1.022,12.48,-655.00,-747.00,-922.00
2.031,2.389,-0.092,0.017,-0.016,1.016,12.81,-662.00,-745.00,-910.00
2.244,2.275,-0.183,0.021,-0.016,1.015,12.77,-650.00,-757.00,-917.00
2.038,2.458,-0.450,0.018,-0.019,1.026,12.91,-657.00,-737.00,-922.00
2.282,2.305,-0.130,0.021,-0.017,1.023,12.77,-665.00,-760.00,-920.00
2.015,2.542,-0.214,0.015,-0.019,1.021,12.58,-675.00,-757.00,-912.00
2.130,2.489,-0.275,0.020,-0.018,1.020,12.77,-665.00,-760.00,-922.00
1.931,2.450,-0.038,0.021,-0.015,1.022,12.62,-662.00,-762.00,-922.00
2.344,2.344,0.092,0.014,-0.018,1.016,12.58,-662.00,-755.00,-907.00
2.107,2.466,-0.198,0.015,-0.015,1.017,12.77,-655.00,-760.00,-917.00
1.985,2.366,-0.267,0.021,-0.017,1.021,12.77,-662.00,-755.00,-915.00
2.092,2.420,-0.176,0.019,-0.016,1.018,12.39,-675.00,-750.00,-915.00
2.130,2.336,0.000,0.020,-0.018,1.022,12.58,-657.00,-757.00,-922.00
2.145,2.489,-0.046,0.018,-0.017,1.023,12.77,-665.00,-762.00,-915.00
2.183,2.038,-0.252,0.020,-0.016,1.025,12.39,-660.00,-765.00,-920.00
2.221,2.397,-0.366,0.018,-0.020,1.021,12.62,-665.00,-762.00,-915.00
2.313,2.275,-0.221,0.019,-0.017,1.019,12.77,-670.00,-762.00,-907.00
1.809,2.511,-0.221,0.017,-0.017,1.021,12.25,-665.00,-760.00,-902.00
2.405,2.397,-0.221,0.017,-0.019,1.023,12.39,-660.00,-757.00,-917.00
1.969,2.160,-0.038,0.016,-0.023,1.021,12.48,-662.00,-760.00,-932.00
2.321,2.252,-0.099,0.022,-0.016,1.028,12.44,-665.00,-752.00,-917.00
