gx,gy,gz,ax,ay,az,gtemp,magx,magy,magz
2.336,2.336,-0.260,0.021,-0.017,1.021,11.26,-665.00,-765.00,-907.00
1.969,2.321,-0.389,0.019,-0.020,1.026,11.35,-670.00,-757.00,-915.00
2.229,2.244,-0.244,0.019,-0.017,1.027,11.40,-665.00,-762.00,-912.00
2.000,2.221,0.076,0.021,-0.019,1.027,11.40,-665.00,-745.00,-940.00
2.168,2.282,-0.206,0.020,-0.021,1.026,11.26,-665.00,-757.00,-910.00
1.924,2.412,-0.115,0.022,-0.023,1.025,11.54,-670.00,-772.00,-910.00
2.115,2.427,-0.176,0.025,-0.017,1.023,11.54,-665.00,-762.00,-907.00
2.137,2.748,-0.046,0.013,-0.021,1.022,11.40,-665.00,-767.00,-915.00
2.305,2.466,-0.130,0.022,-0.021,1.021,11.40,-675.00,-750.00,-910.00
2.145,2.534,-0.176,0.020,-0.015,1.025,11.26,-676.00,-757.00,-925.00
2.183,2.336,-0.015,0.022,-0.020,1.024,11.40,-665.00,-765.00,-925.00
1.748,2.458,-0.298,0.019,-0.018,1.025,11.26,-650.00,-752.00,-922.00
2.496,2.504,-0.038,0.019,-0.017,1.024,11.40,-665.00,-762.00,-920.00
2.031,2.595,-0.130,0.021,-0.016,1.023,11.59,-670.00,-757.00,-917.00
2.321,2.366,0.000,0.022,-0.018,1.021,11.45,-665.00,-770.00,-925.00
2.282,2.298,-0.053,0.020,-0.021,1.023,11.35,-667.00,-757.00,-925.00
1.901,2.214,-0.191,0.022,-0.017,1.022,11.40,-667.00,-757.00,-915.00
2.137,2.145,-0.252,0.022,-0.021,1.025,11.68,-670.00,-762.00,-920.00
2.038,2.321,0.061,0.019,-0.017,1.020,11.26,-647.00,-757.00,-927.00
2.107,2.359,-0.023,0.025,-0.016,1.025,11.40,-657.00,-760.00,-915.00
1.817,2.359,-0.298,0.021,-0.019,1.022,11.59,-665.00,-760.00,-920.00
2.092,2.260,-0.336,0.022,-0.019,1.023,11.40,-665.00,-757.00,-917.00
2.229,2.504,-0.252,0.022,-0.018,1.020,11.35,-652.00,-750.00,-917.00
1.977,2.504,-0.008,0.025,-0.020,1.017,11.17,-667.00,-765.00,-920.00
2.214,2.160,-0.046,0.025,-0.020,1.026,11.40,-667.00,-757.00,-915.00
2.183,2.305,-0.198,0.026,-0.017,1.026,11.45,-665.00,-767.00,-925.00
2.282,2.298,0.031,0.020,-0.019,1.028,11.40,-665.00,-775.00,-905.00
2.290,2.122,-0.351,0.021,-0.020,1.021,11.35,-665.00,-770.00,-915.00
2.221,1.924,-0.275,0.024,-0.021,1.027,11.45,-667.00,-760.00,-920.00
2.145,2.298,-0.206,0.023,-0.019,1.022,11.40,-662.00,-762.00,-907.00
2.229,2.527,-0.260,0.023,-0.018,1.020,11.40,-660.00,-752.00,-917.00
2.061,2.221,0.183,0.020,-0.023,1.022,11.40,-670.00,-770.00,-907.00
2.069,2.267,-0.221,0.018,-0.020,1.023,11.26,-665.00,-760.00,-920.00
2.031,2.351,-0.168,0.022,-0.024,1.019,11.35,-662.00,-750.00,-910.00
2.244,2.168,-0.366,0.021,-0.019,1.023,11.40,-665.00,-767.00,-925.00
2.115,2.275,0.031,0.021,-0.023,1.026,11.40,-670.00,-760.00,-917.00
2.183,2.405,-0.107,0.022,-0.020,1.029,11.45,-665.00,-760.00,-907.00
2.252,2.420,-0.176,0.023,-0.021,1.021,11.40,-665.00,-760.00,-907.00
2.168,2.489,-0.076,0.019,-0.017,1.025,11.21,-667.00,-750.00,-907.00
2.305,2.672,0.038,0.023,-0.021,1.019,11.40,-662.00,-750.00,-915.00
2.290,2.412,-0.176,0.022,-0.016,1.026,11.35,-665.00,-762.00,-912.00
2.122,2.328,-0.061,0.022,-0.017,1.024,11.45,-670.00,-757.00,-902.00
2.305,2.397,-0.076,0.025,-0.018,1.020,11.02,-665.00,-760.00,-917.00
2.046,2.305,-0.107,0.019,-0.019,1.026,11.17,-657.00,-757.00,-922.00
2.260,2.405,-0.084,0.021,-0.018,1.025,11.40,-655.00,-757.00,-922.00
2.252,2.321,0.000,0.024,-0.020,1.023,11.26,-665.00,-765.00,-915.00
2.107,2.038,-0.076,0.021,-0.019,1.022,11.40,-652.00,-742.00,-915.00
2.328,2.389,-0.267,0.020,-0.021,1.023,11.26,-660.00,-767.00,-915.00
2.298,2.260,-0.214,0.021,-0.022,1.021,11.17,-665.00,-757.00,-915.00
2.221,2.405,0.023,0.023,-0.020,1.030,11.54,-665.00,-762.00,-917.00
2.046,2.420,0.031,0.022,-0.019,1.020,11.68,-665.00,-757.00,-912.00
2.191,2.656,-0.107,0.020,-0.016,1.023,11.26,-665.00,-745.00,-915.00
2.061,2.366,-0.130,0.022,-0.020,1.027,11.40,-665.00,-762.00,-915.00
2.298,2.443,0.008,0.018,-0.023,1.020,11.35,-665.00,-762.00,-915.00
2.015,2.313,-0.168,0.024,-0.021,1.027,11.40,-662.00,-757.00,-912.00
2.336,2.359,-0.031,0.018,-0.018,1.021,11.40,-657.00,-757.00,-915.00
2.191,2.634,0.183,0.019,-0.021,1.022,11.21,-672.00,-762.00,-925.00
2.092,2.275,-0.076,0.020,-0.018,1.023,11.40,-665.00,-757.00,-922.00
2.038,2.504,0.115,0.021,-0.022,1.022,11.26,-662.00,-762.00,-915.00
2.511,2.405,-0.015,0.021,-0.021,1.021,11.40,-670.00,-765.00,-907.00
2.221,2.145,0.168,0.021,-0.017,1.024,11.26,-660.00,-757.00,-917.00
2.198,2.427,-0.336,0.021,-0.016,1.025,11.26,-670.00,-762.00,-920.00
2.412,2.450,-0.069,0.022,-0.015,1.029,11.17,-650.00,-765.00,-912.00
1.870,2.237,0.183,0.016,-0.021,1.021,11.40,-672.00,-770.00,-912.00
2.198,2.366,-0.137,0.020,-0.014,1.021,11.45,-662.00,-775.00,-917.00
2.053,1.924,0.046,0.019,-0.015,1.028,11.35,-665.00,-770.00,-907.00
2.244,2.374,-0.137,0.021,-0.020,1.017,11.17,-667.00,-765.00,-920.00
2.107,2.328,-0.328,0.021,-0.020,1.020,11.26,-652.00,-762.00,-912.00
2.038,2.206,-0.115,0.024,-0.021,1.027,11.21,-657.00,-775.00,-912.00
2.130,2.534,-0.168,0.021,-0.021,1.018,11.54,-657.00,-755.00,-917.00
2.290,2.344,0.069,0.015,-0.022,1.020,11.68,-662.00,-767.00,-915.00
2.183,2.351,-0.061,0.020,-0.018,1.025,11.40,-665.00,-772.00,-917.00
2.069,2.359,-0.214,0.021,-0.020,1.019,11.21,-675.00,-765.00,-907.00
2.076,2.427,-0.008,0.027,-0.014,1.023,11.40,-655.00,-747.00,-920.00
2.214,2.397,-0.252,0.021,-0.021,1.021,11.68,-652.00,-752.00,-920.00
2.084,2.435,0.122,0.020,-0.022,1.022,11.40,-665.00,-762.00,-915.00
2.198,2.412,-0.168,0.023,-0.019,1.032,11.26,-670.00,-765.00,-925.00
2.084,2.061,-0.153,0.023,-0.019,1.024,11.21,-662.00,-757.00,-907.00
2.015,2.237,-0.206,0.023,-0.017,1.014,11.21,-655.00,-762.00,-912.00
2.221,2.260,0.137,0.021,-0.018,1.030,11.40,-665.00,-752.00,-907.00
2.183,2.267,-0.176,0.023,-0.021,1.024,11.21,-667.00,-765.00,-920.00
2.168,2.305,0.046,0.021,-0.023,1.021,11.26,-665.00,-767.00,-920.00
1.924,2.420,0.015,0.023,-0.022,1.025,11.35,-667.00,-760.00,-910.00
2.092,2.443,0.000,0.018,-0.020,1.020,11.40,-647.00,-760.00,-915.00
1.962,2.328,0.221,0.024,-0.017,1.024,11.40,-665.00,-757.00,-912.00
2.107,2.420,-0.298,0.022,-0.016,1.019,11.21,-665.00,-757.00,-915.00
2.229,2.214,-0.130,0.020,-0.019,1.024,11.40,-667.00,-750.00,-912.00
2.168,2.290,-0.023,0.021,-0.024,1.021,11.45,-665.00,-760.00,-925.00
2.382,2.695,-0.336,0.021,-0.019,1.021,11.21,-665.00,-757.00,-927.00
2.191,2.351,-0.053,0.020,-0.019,1.025,11.35,-667.00,-760.00,-917.00
2.267,2.221,0.046,0.021,-0.020,1.027,11.40,-672.00,-762.00,-907.00
2.351,2.427,-0.252,0.020,-0.018,1.021,11.40,-665.00,-765.00,-915.00
2.198,2.214,-0.244,0.021,-0.019,1.021,11.35,-652.00,-765.00,-917.00
2.145,2.511,-0.122,0.024,-0.021,1.021,11.40,-667.00,-750.00,-920.00
2.046,2.412,-0.053,0.022,-0.022,1.029,11.40,-667.00,-765.00,-912.00
2.374,2.450,-0.046,0.023,-0.018,1.023,11.35,-665.00,-760.00,-912.00
2.031,2.069,-0.115,0.020,-0.016,1.021,11.40,-652.00,-757.00,-910.00
2.244,2.458,0.168,0.019,-0.017,1.028,11.40,-676.00,-733.00,-907.00
1.901,2.229,-0.053,0.019,-0.020,1.019,11.68,-660.00,-755.00,-932.00
2.061,2.344,-0.183,0.019,-0.023,1.025,11.21,-665.00,-755.00,-922.00
2.107,2.092,0.191,0.020,-0.021,1.025,11.59,-652.00,-757.00,-910.00
2.267,2.298,-0.053,0.018,-0.022,1.027,11.40,-662.00,-767.00,-915.00
1.847,2.267,-0.191,0.019,-0.020,1.027,11.26,-665.00,-755.00,-922.00
2.130,2.450,-0.382,0.021,-0.020,1.020,11.40,-662.00,-762.00,-912.00
2.206,2.427,-0.099,0.023,-0.017,1.023,11.54,-655.00,-767.00,-920.00
2.023,2.374,0.038,0.021,-0.019,1.019,11.35,-652.00,-750.00,-920.00
2.168,2.389,-0.206,0.023,-0.020,1.024,11.45,-665.00,-762.00,-910.00
2.069,2.412,-0.321,0.022,-0.017,1.024,11.21,-670.00,-757.00,-925.00
2.031,2.420,0.038,0.022,-0.018,1.020,11.35,-657.00,-745.00,-917.00
2.344,2.298,-0.282,0.021,-0.017,1.023,11.35,-657.00,-757.00,-927.00
2.412,2.412,-0.344,0.021,-0.021,1.023,11.26,-672.00,-770.00,-925.00
2.176,2.443,-0.206,0.021,-0.018,1.022,11.35,-667.00,-760.00,-917.00
2.061,2.466,-0.008,0.025,-0.020,1.027,11.40,-672.00,-750.00,-915.00
2.092,2.229,-0.008,0.023,-0.020,1.022,11.40,-662.00,-767.00,-932.00
2.053,2.511,-0.015,0.022,-0.018,1.026,11.59,-665.00,-765.00,-927.00
2.015,2.267,-0.229,0.019,-0.019,1.025,11.26,-670.00,-760.00,-907.00
1.924,2.458,-0.084,0.022,-0.016,1.018,11.45,-670.00,-770.00,-927.00
2.023,2.015,-0.023,0.022,-0.020,1.028,11.45,-665.00,-765.00,-920.00
2.183,2.321,-0.282,0.023,-0.023,1.026,11.54,-672.00,-750.00,-912.00
2.107,2.565,-0.145,0.020,-0.018,1.021,11.26,-665.00,-760.00,-925.00
2.412,2.397,-0.053,0.026,-0.020,1.018,11.26,-662.00,-757.00,-907.00
2.046,2.511,-0.267,0.021,-0.017,1.027,11.40,-662.00,-760.00,-932.00
2.092,2.679,-0.122,0.021,-0.018,1.029,11.35,-665.00,-760.00,-920.00
2.107,2.389,-0.031,0.017,-0.020,1.024,11.35,-660.00,-767.00,-910.00
2.221,2.519,-0.092,0.024,-0.021,1.025,11.35,-662.00,-757.00,-920.00
2.176,2.374,-0.099,0.022,-0.019,1.023,11.21,-660.00,-762.00,-917.00
2.420,2.664,-0.115,0.021,-0.020,1.022,11.35,-665.00,-760.00,-922.00
2.153,2.534,-0.008,0.022,-0.020,1.024,11.35,-667.00,-767.00,-917.00
2.061,2.405,-0.115,0.023,-0.019,1.018,11.35,-670.00,-765.00,-912.00
2.252,2.489,-0.153,0.023,-0.016,1.022,11.40,-667.00,-752.00,-910.00
2.313,2.099,-0.015,0.019,-0.020,1.021,11.21,-655.00,-767.00,-915.00
2.275,2.260,-0.115,0.020,-0.023,1.025,11.26,-665.00,-770.00,-907.00
2.168,2.298,-0.176,0.021,-0.024,1.027,11.54,-655.00,-762.00,-917.00
2.267,2.756,0.053,0.023,-0.016,1.017,11.35,-665.00,-770.00,-932.00
2.359,2.374,-0.137,0.022,-0.019,1.021,11.17,-670.00,-750.00,-917.00
2.176,2.489,0.168,0.019,-0.017,1.019,11.26,-657.00,-752.00,-917.00
1.939,2.214,-0.405,0.024,-0.019,1.024,11.40,-665.00,-770.00,-910.00
2.168,2.748,0.191,0.031,-0.019,1.016,11.07,-650.00,-750.00,-927.00
1.939,2.626,0.176,0.024,-0.020,1.021,11.35,-675.00,-757.00,-912.00
2.237,2.443,-0.229,0.013,-0.019,1.028,11.17,-665.00,-760.00,-920.00
2.366,2.550,-0.153,0.027,-0.021,1.023,11.45,-662.00,-767.00,-910.00
2.252,2.420,-0.076,0.023,-0.019,1.021,11.35,-675.00,-757.00,-922.00
2.198,2.412,-0.176,0.023,-0.017,1.023,11.45,-672.00,-762.00,-910.00
2.473,2.634,-0.130,0.021,-0.020,1.022,11.21,-655.00,-760.00,-897.00
2.076,2.389,-0.092,0.021,-0.021,1.018,11.54,-662.00,-760.00,-920.00
1.992,2.573,-0.099,0.021,-0.019,1.027,11.02,-667.00,-750.00,-907.00
2.130,2.366,-0.344,0.022,-0.022,1.024,11.35,-667.00,-757.00,-920.00
2.206,2.397,-0.069,0.022,-0.020,1.023,11.35,-670.00,-757.00,-930.00
2.336,2.191,-0.092,0.023,-0.017,1.025,11.54,-670.00,-775.00,-912.00
2.198,2.435,-0.191,0.020,-0.019,1.023,11.26,-675.00,-765.00,-917.00
2.206,2.420,-0.221,0.017,-0.021,1.024,11.40,-667.00,-757.00,-917.00
2.237,2.481,-0.092,0.020,-0.020,1.014,11.68,-675.00,-760.00,-920.00
2.092,2.206,-0.160,0.016,-0.021,1.021,11.26,-662.00,-757.00,-922.00
2.076,2.084,-0.084,0.016,-0.018,1.030,11.40,-665.00,-775.00,-925.00
2.275,2.183,-0.046,0.018,-0.016,1.023,11.40,-665.00,-762.00,-920.00
2.130,2.221,0.076,0.025,-0.019,1.026,11.21,-657.00,-767.00,-915.00
2.237,2.336,0.107,0.020,-0.020,1.024,11.40,-667.00,-752.00,-915.00
2.031,2.435,0.000,0.022,-0.018,1.031,11.45,-665.00,-765.00,-910.00
2.046,2.252,0.008,0.022,-0.016,1.025,11.35,-667.00,-772.00,-917.00
2.115,2.328,-0.053,0.024,-0.016,1.022,10.93,-670.00,-770.00,-915.00
2.397,2.427,0.160,0.019,-0.017,1.024,11.40,-672.00,-762.00,-922.00
2.313,2.450,-0.023,0.019,-0.017,1.025,11.35,-675.00,-752.00,-920.00
2.313,2.359,0.069,0.021,-0.016,1.021,11.59,-660.00,-765.00,-917.00
2.206,2.435,-0.046,0.021,-0.020,1.022,11.35,-647.00,-767.00,-920.00
2.389,2.542,-0.031,0.020,-0.019,1.024,11.54,-667.00,-762.00,-915.00
2.206,2.122,-0.115,0.018,-0.019,1.026,11.17,-670.00,-770.00,-912.00
2.153,2.588,-0.115,0.023,-0.021,1.028,11.40,-670.00,-757.00,-927.00
2.397,2.420,-0.267,0.019,-0.019,1.026,11.45,-657.00,-770.00,-910.00
2.084,2.305,0.092,0.023,-0.020,1.022,11.17,-665.00,-755.00,-920.00
2.282,2.374,-0.061,0.018,-0.017,1.022,11.21,-667.00,-767.00,-920.00
2.305,2.282,-0.061,0.019,-0.017,1.024,11.26,-665.00,-750.00,-912.00
2.214,2.534,-0.130,0.022,-0.021,1.022,11.40,-650.00,-765.00,-907.00
2.092,2.458,-0.053,0.020,-0.015,1.019,11.21,-676.00,-750.00,-907.00
2.336,2.389,0.137,0.018,-0.016,1.024,11.40,-655.00,-752.00,-927.00
2.229,2.214,0.015,0.019,-0.018,1.024,11.35,-665.00,-755.00,-927.00
2.053,2.588,-0.107,0.019,-0.020,1.025,11.21,-670.00,-765.00,-917.00
2.191,2.450,-0.122,0.023,-0.018,1.023,11.26,-665.00,-772.00,-905.00
2.221,2.168,-0.015,0.023,-0.021,1.030,11.40,-676.00,-767.00,-917.00
2.282,2.282,-0.229,0.020,-0.018,1.024,11.40,-660.00,-767.00,-922.00
2.031,2.534,-0.084,0.022,-0.022,1.027,11.35,-667.00,-765.00,-912.00
2.137,2.305,-0.214,0.020,-0.020,1.023,11.26,-665.00,-767.00,-915.00
2.008,2.374,-0.168,0.018,-0.025,1.024,11.40,-670.00,-767.00,-922.00
2.176,2.183,0.000,0.018,-0.021,1.022,11.35,-652.00,-750.00,-902.00
2.099,2.366,-0.176,0.018,-0.019,1.025,11.26,-665.00,-755.00,-927.00
2.092,2.267,-0.099,0.024,-0.017,1.022,11.40,-670.00,-770.00,-920.00
1.954,2.130,-0.198,0.019,-0.017,1.021,11.35,-667.00,-755.00,-920.00
2.206,2.466,-0.183,0.021,-0.017,1.023,11.35,-675.00,-775.00,-927.00
2.038,2.359,-0.130,0.021,-0.019,1.022,11.17,-657.00,-770.00,-910.00
2.122,2.076,-0.115,0.019,-0.020,1.022,11.26,-665.00,-772.00,-920.00
2.214,2.435,-0.237,0.021,-0.019,1.020,11.26,-650.00,-755.00,-917.00
2.160,2.557,-0.008,0.017,-0.018,1.021,11.45,-650.00,-767.00,-915.00
2.145,2.351,-0.229,0.019,-0.020,1.029,11.45,-670.00,-757.00,-922.00
2.092,2.489,-0.046,0.020,-0.020,1.025,11.40,-675.00,-772.00,-907.00
2.053,2.221,-0.115,0.025,-0.018,1.018,11.21,-662.00,-760.00,-917.00
2.267,2.145,-0.053,0.017,-0.022,1.031,11.40,-672.00,-750.00,-920.00
2.191,2.443,-0.137,0.025,-0.020,1.026,11.40,-665.00,-760.00,-925.00
1.893,2.412,-0.115,0.019,-0.019,1.021,11.21,-665.00,-755.00,-917.00
2.183,2.435,-0.092,0.023,-0.021,1.030,11.35,-660.00,-755.00,-927.00
2.145,2.328,0.015,0.023,-0.018,1.020,11.54,-670.00,-760.00,-920.00
2.130,2.328,-0.198,0.019,-0.022,1.025,11.17,-665.00,-762.00,-910.00
2.130,2.550,0.053,0.023,-0.019,1.024,11.17,-667.00,-762.00,-910.00
2.397,2.382,-0.053,0.019,-0.022,1.021,11.40,-652.00,-750.00,-910.00
2.504,2.359,-0.092,0.022,-0.022,1.019,11.54,-655.00,-757.00,-922.00
2.366,2.405,-0.107,0.019,-0.017,1.022,11.17,-655.00,-755.00,-927.00
2.252,2.122,-0.206,0.020,-0.021,1.014,11.35,-662.00,-772.00,-907.00
2.221,2.473,-0.191,0.022,-0.016,1.024,11.40,-667.00,-757.00,-920.00
2.092,2.107,0.015,0.023,-0.018,1.020,11.26,-670.00,-755.00,-912.00
2.252,2.344,-0.374,0.018,-0.016,1.021,11.26,-667.00,-755.00,-925.00
2.160,2.336,-0.160,0.021,-0.016,1.027,11.21,-665.00,-775.00,-932.00
2.237,2.458,0.061,0.021,-0.020,1.025,11.45,-672.00,-745.00,-922.00
2.107,2.527,-0.214,0.019,-0.018,1.024,11.59,-665.00,-757.00,-925.00
1.969,2.466,0.015,0.020,-0.018,1.027,11.21,-665.00,-750.00,-920.00
2.244,2.397,-0.176,0.022,-0.022,1.023,11.21,-665.00,-755.00,-927.00
2.145,2.321,-0.183,0.021,-0.018,1.028,11.26,-665.00,-767.00,-910.00
2.145,2.504,-0.160,0.020,-0.019,1.022,11.35,-665.00,-770.00,-927.00
2.107,2.282,-0.061,0.017,-0.021,1.025,11.17,-667.00,-760.00,-912.00
2.168,2.466,-0.221,0.020,-0.019,1.031,11.26,-665.00,-767.00,-922.00
2.328,2.298,-0.031,0.022,-0.019,1.023,11.26,-670.00,-757.00,-917.00
2.176,2.489,-0.046,0.019,-0.017,1.024,11.40,-667.00,-752.00,-912.00
1.962,2.519,-0.160,0.017,-0.023,1.024,11.40,-670.00,-765.00,-907.00
2.191,2.328,-0.298,0.020,-0.019,1.024,11.17,-655.00,-752.00,-930.00
2.183,2.427,0.176,0.024,-0.021,1.030,11.17,-676.00,-770.00,-915.00
2.237,2.137,-0.084,0.021,-0.018,1.023,10.93,-670.00,-772.00,-922.00
2.008,2.427,-0.290,0.019,-0.016,1.020,11.26,-655.00,-765.00,-917.00
2.481,2.435,-0.153,0.018,-0.018,1.021,11.35,-672.00,-767.00,-910.00
2.206,2.145,-0.252,0.020,-0.015,1.017,11.40,-676.00,-765.00,-922.00
2.160,2.305,-0.061,0.019,-0.017,1.024,11.26,-665.00,-752.00,-915.00
2.198,2.405,0.130,0.021,-0.021,1.017,11.40,-662.00,-770.00,-917.00
2.160,2.618,-0.229,0.025,-0.020,1.024,11.68,-665.00,-767.00,-917.00
2.229,2.534,-0.313,0.018,-0.020,1.027,11.35,-655.00,-775.00,-912.00
2.160,2.351,-0.290,0.021,-0.016,1.022,11.40,-660.00,-770.00,-925.00
2.061,2.504,-0.344,0.017,-0.019,1.022,11.21,-676.00,-752.00,-915.00
1.901,2.321,-0.099,0.021,-0.017,1.025,11.26,-665.00,-762.00,-915.00
2.160,2.397,-0.183,0.020,-0.019,1.024,11.45,-662.00,-755.00,-925.00
1.962,2.305,0.069,0.024,-0.021,1.025,11.54,-665.00,-760.00,-912.00
2.115,2.366,-0.046,0.018,-0.020,1.023,11.45,-662.00,-762.00,-917.00
2.351,2.366,-0.267,0.022,-0.017,1.025,11.21,-665.00,-762.00,-917.00
2.214,2.206,0.092,0.022,-0.020,1.024,11.17,-657.00,-760.00,-917.00
2.244,2.389,0.069,0.019,-0.018,1.018,11.68,-662.00,-772.00,-920.00
2.458,2.321,0.137,0.024,-0.022,1.022,11.17,-652.00,-760.00,-922.00
2.206,2.260,-0.046,0.022,-0.022,1.021,11.26,-660.00,-760.00,-907.00
2.145,2.603,-0.191,0.022,-0.021,1.020,11.26,-665.00,-760.00,-925.00
2.321,2.206,0.183,0.012,-0.019,1.025,11.35,-665.00,-755.00,-917.00
2.115,2.511,-0.069,0.022,-0.019,1.022,11.40,-675.00,-757.00,-917.00
2.198,2.374,0.053,0.019,-0.018,1.028,11.35,-655.00,-762.00,-920.00
2.160,2.313,0.008,0.020,-0.020,1.026,11.45,-660.00,-762.00,-920.00
2.321,2.351,-0.160,0.022,-0.018,1.021,11.35,-660.00,-767.00,-917.00
2.076,2.527,0.015,0.018,-0.019,1.023,11.40,-662.00,-762.00,-907.00
2.252,2.405,-0.122,0.020,-0.022,1.026,11.35,-657.00,-755.00,-922.00
2.229,2.412,-0.267,0.024,-0.019,1.022,11.45,-665.00,-747.00,-930.00
2.031,2.282,-0.252,0.023,-0.018,1.021,11.40,-672.00,-776.00,-920.00
2.061,2.389,-0.168,0.022,-0.019,1.025,11.26,-667.00,-767.00,-920.00
2.252,2.275,-0.198,0.019,-0.018,1.023,11.35,-655.00,-760.00,-915.00
2.168,2.496,-0.275,0.023,-0.019,1.025,11.35,-665.00,-755.00,-920.00
2.206,2.473,-0.214,0.022,-0.019,1.014,11.40,-665.00,-755.00,-925.00
2.145,2.405,-0.198,0.021,-0.019,1.024,11.40,-662.00,-767.00,-915.00
2.176,2.420,0.023,0.022,-0.020,1.017,11.54,-665.00,-757.00,-920.00
2.321,2.107,0.237,0.023,-0.021,1.021,11.21,-665.00,-765.00,-912.00
2.145,2.603,-0.214,0.023,-0.016,1.024,11.17,-665.00,-770.00,-907.00
2.130,2.450,0.008,0.020,-0.019,1.024,11.40,-667.00,-757.00,-920.00
2.321,2.275,-0.237,0.022,-0.021,1.031,11.35,-665.00,-760.00,-912.00
2.115,2.336,-0.015,0.022,-0.022,1.027,11.40,-662.00,-765.00,-920.00
2.176,2.473,-0.153,0.022,-0.019,1.024,11.17,-667.00,-757.00,-920.00
2.191,2.382,0.038,0.021,-0.019,1.024,11.26,-665.00,-762.00,-917.00
2.099,2.153,-0.099,0.021,-0.017,1.022,11.40,-662.00,-762.00,-917.00
2.031,2.229,0.061,0.022,-0.018,1.022,11.35,-660.00,-745.00,-922.00
2.229,2.305,-0.061,0.016,-0.021,1.019,10.93,-665.00,-752.00,-910.00
2.023,2.595,-0.107,0.019,-0.018,1.021,11.21,-665.00,-767.00,-920.00
2.061,2.687,-0.137,0.023,-0.017,1.022,11.17,-660.00,-765.00,-915.00
2.023,2.076,0.137,0.019,-0.018,1.024,11.40,-665.00,-752.00,-930.00
2.160,2.466,-0.046,0.018,-0.022,1.026,11.21,-667.00,-760.00,-910.00
2.221,2.313,0.008,0.017,-0.017,1.023,11.35,-675.00,-760.00,-912.00
2.107,2.321,-0.015,0.021,-0.020,1.026,11.54,-667.00,-762.00,-920.00
2.198,2.366,-0.198,0.020,-0.023,1.024,11.17,-667.00,-775.00,-935.00
2.153,2.221,-0.115,0.021,-0.018,1.029,11.35,-665.00,-775.00,-907.00
2.053,2.344,-0.275,0.025,-0.021,1.016,11.40,-670.00,-760.00,-917.00
2.344,2.237,0.115,0.017,-0.018,1.019,11.26,-665.00,-762.00,-925.00
2.160,2.313,0.084,0.021,-0.019,1.021,11.45,-660.00,-772.00,-925.00
2.191,2.534,-0.092,0.020,-0.019,1.029,11.21,-662.00,-755.00,-912.00
2.298,2.305,0.191,0.020,-0.019,1.025,11.35,-660.00,-747.00,-912.00
2.145,2.328,0.130,0.018,-0.017,1.025,11.21,-655.00,-767.00,-905.00
2.183,2.443,-0.092,0.020,-0.020,1.024,11.35,-657.00,-762.00,-925.00
2.374,2.634,-0.107,0.024,-0.018,1.023,11.40,-657.00,-745.00,-910.00
2.260,2.183,0.115,0.022,-0.020,1.025,11.40,-670.00,-762.00,-917.00
2.145,2.328,-0.092,0.020,-0.022,1.025,11.21,-657.00,-757.00,-930.00
2.061,2.374,-0.267,0.021,-0.019,1.025,11.40,-675.00,-767.00,-925.00
2.183,2.290,-0.176,0.023,-0.020,1.021,11.40,-665.00,-757.00,-922.00
2.305,2.450,-0.084,0.022,-0.014,1.020,11.40,-667.00,-770.00,-917.00
2.076,2.206,-0.115,0.021,-0.019,1.018,11.26,-667.00,-767.00,-917.00
2.137,2.252,0.153,0.021,-0.015,1.024,11.02,-672.00,-760.00,-925.00
2.160,2.244,-0.130,0.023,-0.020,1.022,11.26,-657.00,-755.00,-920.00
1.939,2.290,-0.237,0.021,-0.021,1.020,11.40,-670.00,-767.00,-925.00
2.466,2.473,-0.168,0.020,-0.019,1.022,11.40,-660.00,-752.00,-917.00
2.107,2.298,0.023,0.024,-0.019,1.025,11.40,-662.00,-752.00,-907.00
2.015,2.061,-0.107,0.016,-0.019,1.030,11.02,-655.00,-755.00,-927.00
2.176,2.198,-0.069,0.019,-0.021,1.021,11.26,-660.00,-757.00,-917.00
2.206,2.511,-0.321,0.025,-0.021,1.021,11.21,-665.00,-755.00,-905.00
2.160,2.321,-0.084,0.018,-0.020,1.025,11.40,-665.00,-762.00,-925.00
2.191,2.290,0.053,0.020,-0.020,1.023,11.40,-657.00,-757.00,-907.00
2.130,2.412,-0.115,0.021,-0.019,1.026,11.21,-665.00,-765.00,-920.00
1.992,2.473,0.000,0.023,-0.021,1.028,11.21,-667.00,-775.00,-902.00
2.305,2.260,0.015,0.020,-0.017,1.025,11.26,-667.00,-755.00,-915.00
2.076,2.450,-0.023,0.020,-0.019,1.025,11.26,-662.00,-765.00,-907.00
2.145,2.565,0.015,0.021,-0.020,1.020,11.26,-665.00,-760.00,-920.00
2.053,2.359,-0.031,0.021,-0.020,1.020,11.21,-665.00,-755.00,-925.00
2.252,2.542,0.046,0.022,-0.022,1.023,11.17,-660.00,-762.00,-915.00
2.153,1.870,-0.015,0.021,-0.020,1.022,11.26,-665.00,-767.00,-922.00
2.099,2.351,-0.183,0.023,-0.018,1.022,11.35,-665.00,-755.00,-922.00
2.382,2.313,0.061,0.018,-0.020,1.026,11.02,-670.00,-767.00,-927.00
2.023,2.481,-0.069,0.020,-0.019,1.020,11.21,-670.00,-755.00,-917.00
2.290,2.519,0.130,0.021,-0.022,1.019,11.26,-665.00,-757.00,-915.00
2.374,2.023,0.000,0.019,-0.022,1.023,11.17,-670.00,-747.00,-922.00
